tier,,start,stop,duration,input_code,id
Caregiver linguistic,,277.93,278.43,0.5,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,287.82,288.52,0.7,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,291.91,292.71,0.8,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,296.91,297.89,0.98,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,298.3,299.34,1.04,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,300.52,301.46,0.94,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,304.013,305.09,1.077,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,307.77,308.97,1.2,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,310.29,310.76,0.47,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,325.05,325.825,0.775,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,329.575,330.558,0.983,label - object present,084_18m_socpop_consensus.eaf
Caregiver linguistic,,333.945,334.565,0.62,label - object present,084_18m_socpop_consensus.eaf
Child nonlinguistic,,118.693,120.18,1.487,hold out/give,096_18m_socpop_JR.eaf
Child nonlinguistic,,275.986,277.22,1.234,extended index finger,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,12.633,14.666,2.033,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,17.066,20.22,3.154,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,21.286,21.88,0.594,extended index finger,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,47.861,53.82,5.959,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,76.573,77.08,0.507,extended index finger,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,78.233,80.96,2.727,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,81.56,85.44,3.88,extended index finger,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,86.253,90.18,3.927,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,91.473,94.26,2.787,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,102.806,106.84,4.034,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,124.046,128.26,4.214,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,129.874,141.275,11.401,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,167.939,172.306,4.367,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,177.617,183.65,6.033,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,211.654,224.607,12.953,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,235.881,244.8,8.919,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,273.574,280.26,6.686,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,284.194,286.754,2.56,hold out/give,096_18m_socpop_JR.eaf
Caregiver nonlinguistic,,298.066,300.446,2.38,hold out/give,096_18m_socpop_JR.eaf
Caregiver linguistic,,21.66,22.7,1.04,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,26.82,27.76,0.94,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,40.41,41.71,1.3,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,46.286,47.326,1.04,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,48.926,51.106,2.18,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,53.316,54.216,0.9,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,55.558,56.938,1.38,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,57.247,58.414,1.167,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,60.615,61.483,0.868,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,65.581,66.609,1.028,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,68.695,69.349,0.654,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,70.247,70.922,0.675,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,71.781,72.422,0.641,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,76.698,77.732,1.034,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,97.212,98.032,0.82,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,98.882,99.822,0.94,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,114.712,115.672,0.96,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,116.325,117.085,0.76,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,131.88,133.513,1.633,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,142.89,143.768,0.878,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,148.482,149.109,0.627,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,152.7,153.845,1.145,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,154.436,155.203,0.767,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,160.489,160.996,0.507,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,163.435,164.61,1.175,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,166.39,167.123,0.733,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,167.59,168.59,1,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,170.03,170.616,0.586,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,178.35,179.09,0.74,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,180.75,181.196,0.446,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,192.419,192.993,0.574,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,220.703,221.929,1.226,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,227.176,229.15,1.974,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,229.312,230.92,1.608,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,239.32,239.88,0.56,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,241.56,242.26,0.7,english,096_18m_socpop_JR.eaf
Caregiver linguistic,,244.356,244.97,0.614,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,273.92,274.68,0.76,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,275.24,275.66,0.42,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,278.736,279.17,0.434,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,284.147,284.57,0.423,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,290.076,290.65,0.574,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,303.79,304.49,0.7,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,305.84,306.42,0.58,label - object present,096_18m_socpop_JR.eaf
Caregiver linguistic,,308.055,308.41,0.355,label - object present,096_18m_socpop_JR.eaf
Child nonlinguistic,,506.705,508.244,1.539,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,613.64,615.007,1.367,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,716.428,718.714,2.286,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,731.403,733.056,1.653,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,755.473,756.518,1.045,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,822.164,823.584,1.42,hold out/give,217_18m_socpop_consensus.eaf
Child nonlinguistic,,849.09,851.785,2.695,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,510.453,515.617,5.164,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,522.64,523.4,0.76,touching w/ open hand,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,526.08,527.027,0.947,touching w/ open hand,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,549.258,551.913,2.655,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,558.36,561.16,2.8,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,589.538,592.323,2.785,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,597.745,598.206,0.461,extended index finger,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,600.421,602.673,2.252,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,606.48,608.911,2.431,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,625.152,628.435,3.283,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,668.292,675.057,6.765,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,696.784,698.999,2.215,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,716.315,718.718,2.403,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,731.6,734.1,2.5,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,735.221,738.673,3.452,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,741.02,743.055,2.035,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,745.24,750.22,4.98,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,765.684,767.038,1.354,extended index finger,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,769.194,770.631,1.437,extended index finger,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,774.2,775.678,1.478,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,782.813,794.934,12.121,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,811.125,815.124,3.999,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,832.433,834.359,1.926,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,839.011,848.091,9.08,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,849.418,850.238,0.82,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,855.055,859.462,4.407,hold out/give,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,865.399,870.661,5.262,extended index finger,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,887.521,888.921,1.4,touching w/ open hand,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,890.16,890.4,0.24,touching w/ open hand,217_18m_socpop_consensus.eaf
Caregiver linguistic,,489.193,490.428,1.235,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,511.174,511.474,0.3,label - object imaginary,217_18m_socpop_consensus.eaf
Caregiver linguistic,,514.104,514.344,0.24,label - object imaginary,217_18m_socpop_consensus.eaf
Caregiver linguistic,,552.72,553.728,1.008,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,577.66,578.409,0.749,label - negation,217_18m_socpop_consensus.eaf
Caregiver linguistic,,580.841,581.613,0.772,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,591.708,592.551,0.843,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,594.55,595.511,0.961,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,599.353,600.216,0.863,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,602.713,603.441,0.728,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,609.518,610.85,1.332,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,625.509,625.888,0.379,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,626.545,627.677,1.132,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,652.804,653.616,0.812,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,664.576,665.474,0.898,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,667.171,668.576,1.405,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,708.276,709.299,1.023,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,719.607,720.183,0.576,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,727.262,727.712,0.45,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,735.651,736.1,0.449,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,737.93,738.366,0.436,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,743.118,743.488,0.37,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,746.079,747.636,1.557,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,766.347,766.767,0.42,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,770.76,771.288,0.528,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,774.913,775.58,0.667,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,782.588,783.373,0.785,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,806.405,807.025,0.62,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,809.405,810.509,1.104,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,812.468,813.026,0.558,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,840.085,840.695,0.61,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,842.704,843.125,0.421,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,846.492,846.96,0.468,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,850.985,851.4,0.415,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,857.414,857.79,0.376,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,869.574,870.006,0.432,label - object present,217_18m_socpop_consensus.eaf
Caregiver linguistic,,887.035,887.714,0.679,label - object imaginary,217_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,438.6,440.96,2.36,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,449.9,452.34,2.44,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,461.28,463.66,2.38,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,472.14,479.82,7.68,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,499.18,501.86,2.68,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,505.84,508.58,2.74,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,520.04,521.88,1.84,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,536.84,538.24,1.4,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,540.92,542.68,1.76,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,563.78,566,2.22,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,574.9,578.26,3.36,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,582.04,588.06,6.02,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,589.14,600.56,11.42,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,604.5,608.8,4.3,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,614.353,622.76,8.407,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,636.4,641.24,4.84,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,643.12,648.92,5.8,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,652.76,654.08,1.32,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,682.06,685.2,3.14,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,693.2,699.6,6.4,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,708.74,712.76,4.02,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,714.96,720.52,5.56,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,725.64,728.48,2.84,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,730.82,732.8,1.98,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,748.32,750.92,2.6,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,754.52,758.06,3.54,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,775.18,779.86,4.68,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,793.5,794.9,1.4,hold out/give,230_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,821.45,824.85,3.4,hold out/give,230_18m_socpop_consensus.eaf
Caregiver linguistic,,437.42,438.38,0.96,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,439.16,440.16,1,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,446.72,447.36,0.64,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,450.06,450.86,0.8,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,454.2,454.68,0.48,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,462.03,462.41,0.38,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,464.66,464.88,0.22,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,466.58,467.14,0.56,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,474.01,474.75,0.74,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,497.32,497.98,0.66,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,499.1,499.78,0.68,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,501.86,502.5,0.64,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,507.38,508,0.62,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,520.28,520.78,0.5,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,529.28,529.8,0.52,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,531.6,532.26,0.66,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,533.18,533.96,0.78,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,541.64,542.18,0.54,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,549.92,550.42,0.5,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,563.46,563.92,0.46,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,566.86,567.42,0.56,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,577.86,578.4,0.54,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,583.56,584.36,0.8,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,585.21,585.79,0.58,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,587.15,587.85,0.7,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,591.46,592.06,0.6,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,595.02,595.64,0.62,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,599.76,600.5,0.74,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,604.94,605.66,0.72,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,615.06,615.882,0.822,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,623.06,623.88,0.82,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,634.64,635.36,0.72,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,637.96,638.38,0.42,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,643.73,644.09,0.36,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,646.96,647.44,0.48,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,648.47,648.89,0.42,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,653.5,654.06,0.56,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,655.56,656.16,0.6,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,670.96,672.12,1.16,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,685.02,685.4,0.38,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,693.46,694.56,1.1,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,698.42,699.24,0.82,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,708.82,709.48,0.66,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,711.17,711.83,0.66,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,715.28,716,0.72,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,718.28,718.88,0.6,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,723.64,724.22,0.58,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,726.32,726.92,0.6,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,729.2,730.12,0.92,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,750.2,751.057,0.857,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,756.62,757.24,0.62,label - object present,230_18m_socpop_consensus.eaf
Caregiver linguistic,,782.16,782.62,0.46,label - object present,230_18m_socpop_consensus.eaf
Child nonlinguistic,,467.282,469.409,2.127,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,419.361,420.606,1.245,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,434.907,441.961,7.054,extended index finger,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,495.229,507.38,12.151,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,515.434,516.24,0.806,touching w/ open hand,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,522.723,524.933,2.21,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,535.474,539.046,3.572,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,543.122,553.261,10.139,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,584.373,585.653,1.28,extended index finger,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,593.047,593.413,0.366,touching w/ open hand,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,600.767,601.193,0.426,touching w/ open hand,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,610.606,613.62,3.014,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,621.688,624.08,2.392,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,661.882,663.853,1.971,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,667.161,668.226,1.065,hold out/give,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,688.853,689.173,0.32,extended index finger,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,722.807,723.647,0.84,extended index finger,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,731.046,732.246,1.2,extended index finger,266_18m_socpop_consensus.eaf
Caregiver nonlinguistic,,740.027,742.1,2.073,extended index finger,266_18m_socpop_consensus.eaf
Child nonlinguistic,,396.571,397.378,0.807,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,401.238,403.198,1.96,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,405.918,406.438,0.52,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,428.834,429.721,0.887,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,432.624,433.638,1.014,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,452.121,452.788,0.667,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,471.704,472.378,0.674,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,475.171,477.205,2.034,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,477.248,479.478,2.23,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,480.228,483.068,2.84,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,492.948,494.727,1.779,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,507.058,507.598,0.54,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,517.418,518.064,0.646,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,523.001,525.748,2.747,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,531.244,532.105,0.861,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,553.104,553.491,0.387,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,570.231,572.053,1.822,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,588.28,590.8,2.52,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,591.327,591.927,0.6,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,592.897,593.671,0.774,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,610.573,614.427,3.854,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,627.26,628.453,1.193,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,629.416,630.29,0.874,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,632.433,633.779,1.346,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,647,647.28,0.28,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,650.463,650.99,0.527,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,662.229,666.709,4.48,hold out/give,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,668.603,670.737,2.134,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,697.806,698.833,1.027,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,702.286,709.776,7.49,extended index finger,283_18m_socpop_consensus.eaf
Caregiver nonlinguistic,283,711.626,716.301,4.675,hold out/give,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,397.879,398.546,0.667,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,402.438,403.299,0.861,label - negation,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,412.66,413.327,0.667,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,450.856,451.545,0.689,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,456.547,457.247,0.7,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,475.395,475.84,0.445,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,477.57,477.944,0.374,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,479.03,479.417,0.387,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,480.511,481.108,0.597,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,482.296,482.493,0.197,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,494.853,495.874,1.021,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,501.848,502.544,0.696,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,557.201,557.775,0.574,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,570.046,571.127,1.081,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,590.661,591.075,0.414,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,607.11,607.939,0.829,label - object present,283_18m_socpop_consensus.eaf
Caregiver linguistic,283,628.295,628.509,0.214,label - object present,283_18m_socpop_consensus.eaf
