"","tier","start","stop","duration","comment_clean","referent","relavence","classification","id","ant"
"954","Caregiver linguistic",217.209,218.2,0.991,"galleta","cookie",1,"relevant","309","label - object present"
"955","Caregiver linguistic",245.246,245.73,0.484,"galleta","cookie",1,"relevant","309","label - object present"
"956","Caregiver linguistic",247.219,247.759,0.54,"galleta","cookie",1,"relevant","309","label - object present"
"957","Caregiver linguistic",56.693,57.84,1.147,"galleta","cookie",1,"relevant","355","label - object present"
"958","Caregiver linguistic",290.602,291.624,1.022,"galleta","cookie",1,"relevant","355","label - object present"
"959","Caregiver linguistic",8.74,9.42,0.68,"galleta","cookie",1,"relevant","145","label - object present"
"960","Caregiver linguistic",214.788,215.488,0.7,"galleta","cookie",0,"normal","157","label - object present"
"961","Caregiver linguistic",222.988,223.308,0.32,"galleta","cookie",0,"normal","157","label - object present"
"962","Caregiver linguistic",249.669,250.503,0.834,"galleta","cookie",0,"normal","310","label - object present"
"963","Caregiver linguistic",252.103,252.963,0.86,"galleta","cookie",0,"normal","310","label - object present"
"964","Caregiver linguistic",252.103,252.963,0.86,"galleta","cookie",0,"normal","310","label - object present"
"965","Caregiver linguistic",25.06,26.3,1.24,"galleta","cookie",0,"normal","168","label - object present"
"966","Caregiver linguistic",168.313,169.118,0.805,"galleta","cookie",0,"normal","168","label - object present"
"967","Caregiver linguistic",314.56,315.28,0.72,"galleta","cookie",0,"normal","168","label - object present"
"968","Caregiver linguistic",327.364,328.419,1.055,"galleta","cookie",0,"normal","141","label - object present"
"969","Caregiver linguistic",345.599,346.141,0.542,"galleta","cookie",0,"normal","141","label - object present"
"970","Caregiver linguistic",198.155,198.993,0.838,"galleta","cookie",0,"normal","182","label - object present"
"971","Caregiver linguistic",273.28,274.23,0.95,"galleta","cookie",0,"normal","232","label - object present"
"972","Caregiver linguistic",303.93,304.782,0.852,"galleta","cookie",0,"normal","232","label - object present"
"973","Caregiver linguistic",225.952,226.707,0.755,"galleta","cookie",0,"normal","105","label - object present"
"974","Caregiver linguistic",248.055,248.845,0.79,"galleta","cookie",0,"normal","105","label - object present"
"975","Caregiver linguistic",281.06,281.939,0.879,"galleta","cookie",0,"normal","105","label - object present"
"976","Caregiver linguistic",309.257,309.943,0.686,"galleta","cookie",0,"normal","105","label - object present"
"977","Caregiver linguistic",329.932,330.436,0.504,"galleta","cookie",0,"normal","105","label - object present"
"978","Caregiver linguistic",291.91,292.71,0.8,"galleta","cookie",0,"normal","084","label - object present"
"979","Caregiver linguistic",236.499,237.079,0.58,"galleta","cookie",0,"normal","309","label - object present"
"980","Caregiver linguistic",239.863,240.4,0.537,"galleta","cookie",0,"normal","309","label - object present"
"981","Caregiver linguistic",255.804,256.454,0.65,"galleta","cookie",1,"relevant","431","label - object present"
"982","Caregiver linguistic",259.265,260.04,0.775,"galleta","cookie",1,"relevant","431","label - object present"
"983","Caregiver linguistic",303.75,304.483,0.733,"galleta","cookie",1,"relevant","168","label - object present"
"984","Caregiver linguistic",184.049,184.804,0.755,"galleta","cookie",1,"relevant","132","label - object present"
"985","Caregiver linguistic",359.936,360.572,0.636,"galleta","cookie",1,"relevant","141","label - object present"
"986","Caregiver linguistic",193.251,193.871,0.62,"galleta","cookie",1,"relevant","192","label - object present"
"987","Caregiver linguistic",315.063,315.522,0.459,"galleta","cookie",1,"relevant","192","label - object present"
"988","Caregiver linguistic",201.747,202.434,0.687,"galleta","cookie",1,"relevant","182","label - object present"
"989","Caregiver linguistic",286.189,286.929,0.74,"galleta","cookie",1,"relevant","105","label - object present"
"990","Caregiver linguistic",315.625,316.222,0.597,"galleta","cookie",1,"relevant","105","label - object present"
"991","Caregiver linguistic",321.958,322.435,0.477,"galleta","cookie",1,"relevant","105","label - object present"
"992","Caregiver linguistic",249.822,250.366,0.544,"galleta","cookie",1,"relevant","309","label - object present"
"993","Caregiver linguistic",361.588,362.744,1.156,"galletas de M&amp;M","cookie",0,"normal","141","label - object imaginary"
"994","Caregiver linguistic",66.501,67.192,0.691,"galletita","cookie",0,"normal","193","label - object present"
"995","Caregiver linguistic",105.783,106.532,0.749,"galletita","cookie",0,"normal","193","label - object present"
"996","Caregiver linguistic",91.533,92.883,1.35,"galletita","cookie",1,"relevant","372","label - object present"
"997","Caregiver linguistic",262.511,263.725,1.214,"galletitas","cookie",1,"relevant","431","label - object present"
"998","Caregiver linguistic",304.01,305.09,1.08,"galletota","cookie",0,"normal","084","label - object present"
"999","Caregiver linguistic",26.383,27.163,0.78,"habichuelas","chicharo",0,"normal","192","label - object present"
"1000","Caregiver linguistic",27.763,28.343,0.58,"habichuelas","chicharo",0,"normal","192","label - object present"
"1001","Caregiver linguistic",31.659,32.393,0.734,"habichuelas","chicharo",0,"normal","192","label - object present"
"1002","Caregiver linguistic",128.323,128.871,0.548,"hojita","lechuga",1,"relevant","114","label - object present"
"1003","Caregiver linguistic",71.658,72.039,0.381,"huevito","huevo",0,"normal","190","label - object imaginary"
"1004","Caregiver linguistic",115.232,115.912,0.68,"huevito","huevo",0,"normal","411","label - object present"
"1005","Caregiver linguistic",150.14,150.855,0.715,"huevito","huevo",0,"normal","109","label - object imaginary"
"1006","Caregiver linguistic",152.839,153.567,0.728,"huevito","huevo",0,"normal","109","label - object imaginary"
"1007","Caregiver linguistic",152.839,153.567,0.728,"huevito","huevo",0,"normal","109","label - object imaginary"
"1008","Caregiver linguistic",261.354,261.972,0.618,"huevito","huevo",0,"normal","411","label - object imaginary"
"1009","Caregiver linguistic",264.019,264.676,0.657,"huevito","huevo",0,"normal","411","label - object imaginary"
"1010","Caregiver linguistic",45.345,46.26,0.915,"huevitos","huevo",0,"normal","431","label - object imaginary"
"1011","Caregiver linguistic",154.553,154.906,0.353,"huevo","huevo",0,"normal","433","label - object imaginary"
"1012","Caregiver linguistic",55.506,55.792,0.286,"huevo","huevo",0,"normal","145","label - object imaginary"
"1013","Caregiver linguistic",230.768,231.528,0.76,"huevos","huevo",0,"normal","157","label - object imaginary"
"1014","Caregiver linguistic",28.428,29.088,0.66,"huevos","huevo",0,"normal","141","label - object present"
"1015","Caregiver linguistic",231.863,232.417,0.554,"jarra","jarra",1,"relevant","150","label - object present"
"1016","Caregiver linguistic",58.879,59.719,0.84,"jirafa","jirafa",0,"normal","417","label - object present"
"1017","Caregiver linguistic",69.454,70.148,0.694,"jirafa","jirafa",0,"normal","417","label - object present"
"1018","Caregiver linguistic",120.28,121.1,0.82,"jirafa","jirafa",0,"normal","417","label - object present"
"1019","Caregiver linguistic",124.824,125.384,0.56,"jirafa","jirafa",0,"normal","417","label - object present"
"1020","Caregiver linguistic",115.96,116.972,1.012,"jirafa","jirafa",1,"relevant","168","label - object present"
"1021","Caregiver linguistic",65.746,66.262,0.516,"jirafas","jirafa",0,"normal","417","label - object present"
"1022","Caregiver linguistic",248.71,250.29,1.58,"jitomate","tomate",0,"normal","444","label - object present"
"1023","Caregiver linguistic",262.24,263.7,1.46,"jitomate","tomate",0,"normal","444","label - object present"
"1024","Caregiver linguistic",126.58,127.48,0.9,"jitomate","tomate",0,"normal","157","label - object present"
"1025","Caregiver linguistic",128.51,129.823,1.313,"jitomate","tomate",0,"normal","157","label - object present"
"1026","Caregiver linguistic",308.013,308.653,0.64,"jitomate","tomate",0,"normal","157","label - object present"
"1027","Caregiver linguistic",310.553,311.333,0.78,"jitomate","tomate",0,"normal","157","label - object present"
"1028","Caregiver linguistic",313.563,314.103,0.54,"jitomate","tomate",0,"normal","157","label - object present"
"1029","Caregiver linguistic",315.513,316.333,0.82,"jitomate","tomate",0,"normal","157","label - object present"
"1030","Caregiver linguistic",234.9,235.41,0.51,"jitomate","tomate",0,"normal","431","label - object present"
"1031","Caregiver linguistic",52.858,53.985,1.127,"jitomate","tomate",0,"normal","141","label - object present"
"1032","Caregiver linguistic",259.34,260.32,0.98,"jitomate","tomate",0,"normal","192","label - object present"
"1033","Caregiver linguistic",261.63,262.384,0.754,"jitomate","tomate",0,"normal","192","label - object present"
"1034","Caregiver linguistic",254.331,254.832,0.501,"jitomate","tomate",0,"normal","182","label - object present"
"1035","Caregiver linguistic",99.231,99.991,0.76,"jitomate","tomate",0,"normal","415","label - object present"
"1036","Caregiver linguistic",289.212,290.04,0.828,"jitomate","tomate",0,"normal","415","label - object present"
"1037","Caregiver linguistic",345.638,346.534,0.896,"jitomate","tomate",0,"normal","196","label - object present"
"1038","Caregiver linguistic",227.618,228.4,0.782,"jitomate","tomate",0,"normal","145","label - object present"
"1039","Caregiver linguistic",239.719,240.344,0.625,"jitomate","tomate",0,"normal","145","label - object present"
"1040","Caregiver linguistic",253.508,254.024,0.516,"jitomate","tomate",0,"normal","145","label - object present"
"1041","Caregiver linguistic",322.648,323.66,1.012,"jitomate","tomate",0,"normal","145","label - object present"
"1042","Caregiver linguistic",196.19,197.07,0.88,"jitomate","tomate",1,"relevant","431","label - object present"
"1043","Caregiver linguistic",198.19,198.795,0.605,"jitomate","tomate",1,"relevant","431","label - object present"
"1044","Caregiver linguistic",200.689,201.31,0.621,"jitomate","tomate",1,"relevant","431","label - object present"
"1045","Caregiver linguistic",307.616,308.186,0.57,"jitomate","tomate",1,"relevant","431","label - object present"
"1046","Caregiver linguistic",311.137,311.577,0.44,"jitomate","tomate",1,"relevant","431","label - object present"
"1047","Caregiver linguistic",221.253,221.934,0.681,"jitomate","tomate",1,"relevant","150","label - object present"
"1048","Caregiver linguistic",251.587,252.4,0.813,"jitomate","tomate",1,"relevant","182","label - object present"
"1049","Caregiver linguistic",68.575,69.65,1.075,"jitomate","tomate",1,"relevant","232","label - object present"
"1050","Caregiver linguistic",277.548,279.091,1.543,"jitomate","tomate",1,"relevant","196","label - object present"
"1051","Caregiver linguistic",284.091,285.683,1.592,"jitomate","tomate",1,"relevant","196","label - object present"
"1052","Caregiver linguistic",339.057,339.889,0.832,"jitomate","tomate",1,"relevant","196","label - object present"
"1053","Caregiver linguistic",287.754,288.314,0.56,"jugo","taza",0,"normal","157","label - object imaginary"
"1054","Caregiver linguistic",241.154,241.484,0.33,"jugo","taza",0,"normal","401","label - object imaginary"
"1055","Caregiver linguistic",20.583,21.063,0.48,"jugo","taza",0,"normal","121","label - object imaginary"
"1056","Caregiver linguistic",60.61,60.895,0.285,"jugo","taza",0,"normal","140","label - object imaginary"
"1057","Caregiver linguistic",61.5,62.26,0.76,"jugo","taza",0,"normal","140","label - object imaginary"
"1058","Caregiver linguistic",63.34,63.82,0.48,"jugo","taza",0,"normal","140","label - object imaginary"
"1059","Caregiver linguistic",152.52,153.26,0.74,"jugo","taza",0,"normal","140","label - object imaginary"
"1060","Caregiver linguistic",262.915,264.295,1.38,"jugo","taza",0,"normal","140","label - object imaginary"
"1061","Caregiver linguistic",296.257,296.743,0.486,"jugo","taza",0,"normal","140","label - object imaginary"
"1062","Caregiver linguistic",301.224,301.743,0.519,"jugo","taza",0,"normal","140","label - object imaginary"
"1063","Caregiver linguistic",304.09,304.57,0.48,"jugo","taza",0,"normal","140","label - object imaginary"
"1064","Caregiver linguistic",310.818,311.291,0.473,"jugo","taza",0,"normal","140","label - object imaginary"
"1065","Caregiver linguistic",315.176,315.526,0.35,"jugo","taza",0,"normal","140","label - object imaginary"
"1066","Caregiver linguistic",244.155,244.493,0.338,"jugo","taza",0,"normal","401","label - object imaginary"
"1067","Caregiver linguistic",61.113,62.213,1.1,"jugo de naranja","taza",0,"normal","411","label - object imaginary"
"1068","Caregiver linguistic",13.96,15.06,1.1,"jugo de naranja","taza",0,"normal","145","label - object imaginary"
"1069","Caregiver linguistic",172.714,173.635,0.921,"leche","leche",0,"normal","444","label - object present"
"1070","Caregiver linguistic",110.157,110.727,0.57,"leche","leche",0,"normal","417","label - object present"
"1071","Caregiver linguistic",116.764,117.254,0.49,"leche","leche",0,"normal","417","label - object present"
"1072","Caregiver linguistic",22.252,22.906,0.654,"leche","leche",0,"normal","157","label - object present"
"1073","Caregiver linguistic",24.416,25.096,0.68,"leche","leche",0,"normal","157","label - object present"
"1074","Caregiver linguistic",26.593,27.143,0.55,"leche","leche",0,"normal","157","label - object present"
"1075","Caregiver linguistic",113.557,113.984,0.427,"leche","leche",0,"normal","157","label - object present"
"1076","Caregiver linguistic",115.303,116.023,0.72,"leche","leche",0,"normal","157","label - object present"
"1077","Caregiver linguistic",120.966,121.506,0.54,"leche","leche",0,"normal","157","label - object present"
"1078","Caregiver linguistic",283.654,284.214,0.56,"leche","leche",0,"normal","157","label - object present"
"1079","Caregiver linguistic",22.975,23.505,0.53,"leche","leche",1,"relevant","431","label - object present"
"1080","Caregiver linguistic",83.79,84.26,0.47,"leche","leche",0,"normal","310","label - object present"
"1081","Caregiver linguistic",104.982,105.463,0.481,"leche","leche",0,"normal","168","label - object present"
"1082","Caregiver linguistic",332.546,333.16,0.614,"leche","leche",0,"normal","168","label - object present"
"1083","Caregiver linguistic",255.133,255.488,0.355,"leche","leche",0,"normal","132","label - object present"
"1084","Caregiver linguistic",196.019,196.579,0.56,"leche","leche",1,"relevant","354","label - object present"
"1085","Caregiver linguistic",210.727,211.421,0.694,"leche","leche",0,"normal","354","label - object present"
"1086","Caregiver linguistic",164.15,164.76,0.61,"leche","leche",0,"normal","370","label - object present"
"1087","Caregiver linguistic",172.497,173.127,0.63,"leche","leche",0,"normal","370","label - object present"
"1088","Caregiver linguistic",161.68,162.646,0.966,"leche","leche",0,"normal","436","label - object present"
"1089","Caregiver linguistic",142.99,144.39,1.4,"leche","leche",0,"normal","140","label - object present"
"1090","Caregiver linguistic",149.38,150.18,0.8,"leche","leche",0,"normal","140","label - object present"
"1091","Caregiver linguistic",317.2,317.536,0.336,"leche","leche",0,"normal","411","label - object present"
"1092","Caregiver linguistic",321.764,322.368,0.604,"leche","leche",0,"normal","411","label - object present"
"1093","Caregiver linguistic",150.504,151.047,0.543,"leche","leche",0,"normal","401","label - object present"
"1094","Caregiver linguistic",332.305,332.841,0.536,"leche","leche",0,"normal","232","label - object present"
"1095","Caregiver linguistic",334.91,335.425,0.515,"leche","leche",0,"normal","232","label - object present"
"1096","Caregiver linguistic",337.747,338.242,0.495,"leche","leche",0,"normal","232","label - object present"
"1097","Caregiver linguistic",325.215,325.707,0.492,"leche","leche",0,"normal","109","label - object present"
"1098","Caregiver linguistic",137.127,137.65,0.523,"leche","leche",0,"normal","193","label - object present"
"1099","Caregiver linguistic",161.205,162.031,0.826,"leche","leche",0,"normal","133","label - object present"
"1100","Caregiver linguistic",277.93,278.43,0.5,"leche","leche",0,"normal","084","label - object present"
"1101","Caregiver linguistic",320.476,321.513,1.037,"leche","leche",0,"normal","309","label - object present"
"1102","Caregiver linguistic",141.905,142.891,0.986,"leche","leche",0,"normal","260","label - object present"
"1103","Caregiver linguistic",148.016,148.654,0.638,"leche","leche",0,"normal","260","label - object present"
"1104","Caregiver linguistic",215.087,215.516,0.429,"leche","leche",0,"normal","260","label - object present"
"1105","Caregiver linguistic",216.172,216.591,0.419,"leche","leche",0,"normal","260","label - object present"
"1106","Caregiver linguistic",240.252,240.578,0.326,"leche","leche",0,"normal","260","label - object present"
"1107","Caregiver linguistic",61.937,63.007,1.07,"leche","leche",0,"normal","145","label - object present"
"1108","Caregiver linguistic",72.405,73.553,1.148,"leche","leche",0,"normal","145","label - object present"
"1109","Caregiver linguistic",74.972,75.446,0.474,"leche","leche",0,"normal","145","label - object present"
"1110","Caregiver linguistic",85.807,86.287,0.48,"leche","leche",0,"normal","145","label - object present"
"1111","Caregiver linguistic",89.983,91.23,1.247,"leche","leche",0,"normal","145","label - object present"
"1112","Caregiver linguistic",117.11,117.76,0.65,"leche","leche",1,"relevant","414","label - object present"
"1113","Caregiver linguistic",118.025,118.565,0.54,"leche","leche",1,"relevant","414","label - object present"
"1114","Caregiver linguistic",16.732,17.273,0.541,"leche","leche",1,"relevant","431","label - object present"
"1115","Caregiver linguistic",21.14,21.71,0.57,"leche","leche",1,"relevant","431","label - object present"
"1116","Caregiver linguistic",29.495,29.72,0.225,"leche","leche",1,"relevant","431","label - object present"
"1117","Caregiver linguistic",81.279,81.819,0.54,"leche","leche",1,"relevant","310","label - object imaginary"
"1118","Caregiver linguistic",83.79,84.26,0.47,"leche","leche",1,"relevant","310","label - object present"
"1119","Caregiver linguistic",85.156,85.587,0.431,"leche","leche",1,"relevant","310","label - object present"
"1120","Caregiver linguistic",88.043,88.41,0.367,"leche","leche",1,"relevant","310","label - object present"
"1121","Caregiver linguistic",98.943,99.603,0.66,"leche","leche",1,"relevant","168","label - object present"
"1122","Caregiver linguistic",100.293,101.033,0.74,"leche","leche",1,"relevant","168","label - object present"
"1123","Caregiver linguistic",266.41,266.825,0.415,"leche","leche",1,"relevant","132","label - object present"
"1124","Caregiver linguistic",267.154,267.607,0.453,"leche","leche",1,"relevant","132","label - object present"
"1125","Caregiver linguistic",268.332,268.776,0.444,"leche","leche",1,"relevant","132","label - object present"
"1126","Caregiver linguistic",273.108,273.626,0.518,"leche","leche",1,"relevant","132","label - object present"
"1127","Caregiver linguistic",197.909,198.549,0.64,"leche","leche",1,"relevant","354","label - object present"
"1128","Caregiver linguistic",201.302,202.029,0.727,"leche","leche",1,"relevant","354","label - object present"
"1129","Caregiver linguistic",205.311,205.731,0.42,"leche","leche",1,"relevant","354","label - object present"
"1130","Caregiver linguistic",257.64,258.28,0.64,"leche","leche",1,"relevant","354","label - object present"
"1131","Caregiver linguistic",258.745,259.24,0.495,"leche","leche",1,"relevant","354","label - object present"
"1132","Caregiver linguistic",263.022,263.57,0.548,"leche","leche",1,"relevant","354","label - object present"
"1133","Caregiver linguistic",276.24,276.8,0.56,"leche","leche",1,"relevant","354","label - object present"
"1134","Caregiver linguistic",279.5,280.086,0.586,"leche","leche",1,"relevant","354","label - object present"
"1135","Caregiver linguistic",130.575,131.21,0.635,"leche","leche",1,"relevant","370","label - object present"
"1136","Caregiver linguistic",135.6,136.07,0.47,"leche","leche",1,"relevant","370","label - object present"
"1137","Caregiver linguistic",169.525,170.155,0.63,"leche","leche",1,"relevant","370","label - object present"
"1138","Caregiver linguistic",177.956,178.691,0.735,"leche","leche",1,"relevant","370","label - object present"
"1139","Caregiver linguistic",182.925,183.65,0.725,"leche","leche",1,"relevant","370","label - object present"
"1140","Caregiver linguistic",191.76,192.31,0.55,"leche","leche",1,"relevant","370","label - object present"
"1141","Caregiver linguistic",73.522,74.139,0.617,"leche","leche",1,"relevant","141","label - object present"
"1142","Caregiver linguistic",76.435,76.989,0.554,"leche","leche",1,"relevant","141","label - object present"
"1143","Caregiver linguistic",161.916,162.523,0.607,"leche","leche",1,"relevant","141","label - object present"
"1144","Caregiver linguistic",269.49,270.33,0.84,"leche","leche",1,"relevant","372","label - object present"
"1145","Caregiver linguistic",134.502,135.71,1.208,"leche","leche",1,"relevant","140","label - object present"
"1146","Caregiver linguistic",136.266,137.18,0.914,"leche","leche",1,"relevant","140","label - object present"
"1147","Caregiver linguistic",137.99,138.79,0.8,"leche","leche",1,"relevant","140","label - object present"
"1148","Caregiver linguistic",138.573,139.07,0.497,"leche","leche",1,"relevant","182","label - object present"
"1149","Caregiver linguistic",140.564,141.07,0.506,"leche","leche",1,"relevant","182","label - object present"
"1150","Caregiver linguistic",186.692,187.149,0.457,"leche","leche",1,"relevant","415","label - object present"
"1151","Caregiver linguistic",128.574,129.388,0.814,"leche","leche",1,"relevant","411","label - object present"
"1152","Caregiver linguistic",151.519,152.055,0.536,"leche","leche",1,"relevant","401","label - object present"
"1153","Caregiver linguistic",153.767,154.224,0.457,"leche","leche",1,"relevant","401","label - object present"
"1154","Caregiver linguistic",291.173,291.694,0.521,"leche","leche",1,"relevant","401","label - object present"
"1155","Caregiver linguistic",292.38,292.847,0.467,"leche","leche",1,"relevant","401","label - object present"
"1156","Caregiver linguistic",296.305,296.665,0.36,"leche","leche",1,"relevant","401","label - object present"
"1157","Caregiver linguistic",299.532,299.96,0.428,"leche","leche",1,"relevant","401","label - object present"
"1158","Caregiver linguistic",225.051,225.645,0.594,"leche","leche",1,"relevant","232","label - object present"
"1159","Caregiver linguistic",334.506,335.038,0.532,"leche","leche",1,"relevant","109","label - object present"
"1160","Caregiver linguistic",336.911,337.677,0.766,"leche","leche",1,"relevant","109","label - object present"
"1161","Caregiver linguistic",295.915,296.705,0.79,"leche","leche",1,"relevant","400","label - object present"
"1162","Caregiver linguistic",232.227,232.664,0.437,"leche","leche",1,"relevant","369","label - object present"
"1163","Caregiver linguistic",115.207,116.04,0.833,"leche","leche",1,"relevant","309","label - object present"
"1164","Caregiver linguistic",117.602,119.082,1.48,"leche","leche",1,"relevant","309","label - object present"
"1165","Caregiver linguistic",306.751,307.699,0.948,"leche","leche",1,"relevant","309","label - object present"
"1166","Caregiver linguistic",309.999,310.599,0.6,"leche","leche",1,"relevant","309","label - object present"
"1167","Caregiver linguistic",140.638,141.287,0.649,"leche","leche",1,"relevant","260","label - object present"
"1168","Caregiver linguistic",219.921,220.283,0.362,"leche","leche",1,"relevant","260","label - object present"
"1169","Caregiver linguistic",226.341,226.833,0.492,"leche","leche",1,"relevant","260","label - object present"
"1170","Caregiver linguistic",230.548,230.812,0.264,"leche","leche",1,"relevant","260","label - object present"
"1171","Caregiver linguistic",111.086,112.376,1.29,"leche de la vaca","leche",0,"normal","417","label - object present"
"1172","Caregiver linguistic",136.24,137.003,0.763,"lechita","leche",0,"normal","193","label - object present"
"1173","Caregiver linguistic",276.45,276.81,0.36,"lechita","leche",0,"normal","084","label - object present"
"1174","Caregiver linguistic",63.451,64.223,0.772,"lechita","leche",0,"normal","145","label - object present"
"1175","Caregiver linguistic",64.727,65.095,0.368,"lechita","leche",0,"normal","145","label - object present"
"1176","Caregiver linguistic",78.016,78.649,0.633,"lechita","leche",0,"normal","145","label - object present"
"1177","Caregiver linguistic",135.285,135.758,0.473,"lechita","leche",1,"relevant","433","label - object present"
"1178","Caregiver linguistic",227.66,228.849,1.189,"lechita","leche",1,"relevant","372","label - object present"
"1179","Caregiver linguistic",133.35,134.171,0.821,"lechita","leche",1,"relevant","109","label - object present"
"1180","Caregiver linguistic",326.901,327.864,0.963,"lechita","leche",1,"relevant","109","label - object present"
"1181","Caregiver linguistic",330.509,331.19,0.681,"lechita","leche",1,"relevant","109","label - object present"
"1182","Caregiver linguistic",263.89,264.49,0.6,"lechita","leche",1,"relevant","084","label - object present"
"1183","Caregiver linguistic",265.82,267.57,1.75,"lechita","leche",1,"relevant","084","label - object present"
"1184","Caregiver linguistic",83.484,84.071,0.587,"lechita","leche",1,"relevant","145","label - object present"
"1185","Caregiver linguistic",114.603,115.29,0.687,"lechuga","lechuga",0,"normal","444","label - object present"
"1186","Caregiver linguistic",303.95,304.48,0.53,"lechuga","lechuga",0,"normal","431","label - object present"
"1187","Caregiver linguistic",305.06,305.585,0.525,"lechuga","lechuga",0,"normal","431","label - object present"
"1188","Caregiver linguistic",146.052,147.053,1.001,"lechuga","lechuga",0,"normal","168","label - object present"
"1189","Caregiver linguistic",148.619,149.325,0.706,"lechuga","lechuga",0,"normal","168","label - object present"
"1190","Caregiver linguistic",223.313,224.08,0.767,"lechuga","lechuga",0,"normal","354","label - object present"
"1191","Caregiver linguistic",355.645,356.215,0.57,"lechuga","lechuga",0,"normal","370","label - object present"
"1192","Caregiver linguistic",136.706,137.333,0.627,"lechuga","lechuga",0,"normal","141","label - object present"
"1193","Caregiver linguistic",138.475,139.142,0.667,"lechuga","lechuga",0,"normal","141","label - object present"
"1194","Caregiver linguistic",257.828,258.502,0.674,"lechuga","lechuga",0,"normal","308","label - object present"
"1195","Caregiver linguistic",259.117,259.511,0.394,"lechuga","lechuga",0,"normal","308","label - object present"
"1196","Caregiver linguistic",336.152,336.793,0.641,"lechuga","lechuga",0,"normal","308","label - object present"
"1197","Caregiver linguistic",337.128,337.742,0.614,"lechuga","lechuga",0,"normal","308","label - object present"
"1198","Caregiver linguistic",348.723,349.445,0.722,"lechuga","lechuga",0,"normal","308","label - object present"
"1199","Caregiver linguistic",244.179,245.819,1.64,"lechuga","lechuga",0,"normal","140","label - object present"
"1200","Caregiver linguistic",293.855,295.073,1.218,"lechuga","lechuga",0,"normal","415","label - object present"
"1201","Caregiver linguistic",260.993,261.979,0.986,"lechuga","lechuga",0,"normal","109","label - object present"
"1202","Caregiver linguistic",96.049,96.745,0.696,"lechuga","lechuga",0,"normal","133","label - object present"
"1203","Caregiver linguistic",77.073,77.793,0.72,"lechuga","lechuga",0,"normal","355","label - object present"
"1204","Caregiver linguistic",112.58,113.55,0.97,"lechuga","lechuga",1,"relevant","414","label - object present"
"1205","Caregiver linguistic",108.594,109.085,0.491,"lechuga","lechuga",1,"relevant","431","label - object present"
"1206","Caregiver linguistic",110.019,110.359,0.34,"lechuga","lechuga",1,"relevant","431","label - object imaginary"
"1207","Caregiver linguistic",218.05,219.09,1.04,"lechuga","lechuga",1,"relevant","140","label - object present"
"1208","Caregiver linguistic",165.544,166.244,0.7,"lechuga","lechuga",1,"relevant","415","label - object present"
"1209","Caregiver linguistic",95.979,96.579,0.6,"lechuga","lechuga",1,"relevant","411","label - object present"
"1210","Caregiver linguistic",97.233,97.652,0.419,"lechuga","lechuga",1,"relevant","411","label - object present"
"1211","Caregiver linguistic",301.785,302.791,1.006,"lechuga","lechuga",1,"relevant","400","label - object present"
"1212","Caregiver linguistic",151.272,152.359,1.087,"lechuga","lechuga",1,"relevant","309","label - object present"
"1213","Caregiver linguistic",313.549,314.201,0.652,"lechuga","lechuga",1,"relevant","260","label - object present"
"1214","Caregiver linguistic",298.904,299.619,0.715,"maize","elote",1,"relevant","400","label - object present"
"1215","Caregiver linguistic",120.197,121.673,1.476,"mantequilla de cacahuate","mantequilla de cacahuate",0,"normal","431","label - object imaginary"
"1216","Caregiver linguistic",61.379,62.093,0.714,"manzana","manzana",0,"normal","182","label - object imaginary"
"1217","Caregiver linguistic",271.558,272.298,0.74,"mayonesa","mayonesa",0,"normal","433","label - object imaginary"
"1218","Caregiver linguistic",118.835,119.6,0.765,"mermelada","mermelada",0,"normal","431","label - object imaginary"
"1219","Caregiver linguistic",206.058,206.763,0.705,"milpa","milpa",1,"relevant","232","label - object present"
"1220","Caregiver linguistic",76.805,77.615,0.81,"nana","banana",0,"normal","414","label - object present"
"1221","Caregiver linguistic",9.42,10.52,1.1,"naranja","naranja",0,"normal","190","label - object present"
"1222","Caregiver linguistic",148.942,150.115,1.173,"naranja","naranja",1,"relevant","431","label - object present"
"1223","Caregiver linguistic",160.935,161.35,0.415,"naranja","naranja",1,"relevant","431","label - object present"
"1224","Caregiver linguistic",395.669,397.142,1.473,"naranja","naranja",1,"relevant","310","label - object present"
"1225","Caregiver linguistic",90.234,91.07,0.836,"naranja","naranja",1,"relevant","114","label - object present"
"1226","Caregiver linguistic",327.972,328.466,0.494,"naranja","naranja",0,"normal","114","label - object present"
"1227","Caregiver linguistic",331.265,331.89,0.625,"naranja","naranja",0,"normal","114","label - object present"
"1228","Caregiver linguistic",23.725,25.197,1.472,"naranja","naranja",0,"normal","132","label - object present"
"1229","Caregiver linguistic",121.303,122.586,1.283,"naranja","naranja",0,"normal","132","label - object present"
"1230","Caregiver linguistic",124.608,126.17,1.562,"naranja","naranja",0,"normal","132","label - object present"
"1231","Caregiver linguistic",230.61,231.22,0.61,"naranja","naranja",0,"normal","372","label - object present"
"1232","Caregiver linguistic",233.02,233.72,0.7,"naranja","naranja",0,"normal","372","label - object present"
"1233","Caregiver linguistic",237.709,238.533,0.824,"naranja","naranja",0,"normal","372","label - object present"
"1234","Caregiver linguistic",239.716,240.28,0.564,"naranja","naranja",0,"normal","372","label - object present"
"1235","Caregiver linguistic",240.71,241.17,0.46,"naranja","naranja",0,"normal","372","label - object present"
"1236","Caregiver linguistic",244.159,244.792,0.633,"naranja","naranja",0,"normal","372","label - object present"
